Category,Method,JiNan/anon_3_4_jinan_real,,,JiNan/anon_3_4_jinan_real_2000,,,JiNan/anon_3_4_jinan_real_2500,,,Hangzhou/anon_4_4_hangzhou_real,,,Hangzhou/anon_4_4_hangzhou_real_5816,,
,,ATT↓,AWT↓,AQL↓,ATT↓,AWT↓,AQL↓,ATT↓,AWT↓,AQL↓,ATT↓,AWT↓,AQL↓,ATT↓,AWT↓,AQL↓
,Phase-only,,,,,,,,,,,,,,,
,Phase+Duration,,,,,,,,,,,,,,,
