Category,Method,JiNan/anon_3_4_jinan_real_emergy_bus,,,,,JiNan/anon_3_4_jinan_real_2000_emergy_bus,,,,,JiNan/anon_3_4_jinan_real_2500_emergy_bus,,,,,Hangzhou/anon_4_4_hangzhou_real_emergy_bus,,,,,Hangzhou/anon_4_4_hangzhou_real_5816_emergy_bus,,,,,JiNan/anon_3_4_jinan_real_accident_debris,,,,,JiNan/anon_3_4_jinan_real_2000_accident_debris,,,,,JiNan/anon_3_4_jinan_real_2500_accident_debris,,,,,Hangzhou/anon_4_4_hangzhou_real_accident_debris,,,,,Hangzhou/anon_4_4_hangzhou_real_5816_accident_debris,,,,
,,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓,ATT↓,AWT↓,AQL↓,Special_ATT↓,Special_AWT↓
,No-Bulletin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Broadcast-All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Directed (E2ELight),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
